HDR,ROLLING SYSTEM DEMAND
VD,20190305005500,27409
VD,20190305010000,27454
VD,20190305010500,27422
VD,20190305011000,27600
VD,20190305011500,27713
VD,20190305012000,27664
VD,20190305012500,27493
VD,20190305013000,27389
VD,20190305013500,27460
VD,20190305014000,27389
VD,20190305014500,27248
VD,20190305015000,27196
VD,20190305015500,27129
VD,20190305020000,27074
VD,20190305020500,27050
VD,20190305021000,27153
VD,20190305021500,27285
VD,20190305022000,27442
VD,20190305022500,27471
VD,20190305023000,27402
VD,20190305023500,27325
VD,20190305024000,27368
VD,20190305024500,27356
VD,20190305025000,27262
VD,20190305025500,27142
VD,20190305030000,27022
VD,20190305030500,27016
VD,20190305031000,26956
VD,20190305031500,27003
VD,20190305032000,26954
VD,20190305032500,26830
VD,20190305033000,26654
VD,20190305033500,26609
VD,20190305034000,26714
VD,20190305034500,26673
VD,20190305035000,26589
VD,20190305035500,26487
VD,20190305040000,26346
VD,20190305040500,26228
VD,20190305041000,26209
VD,20190305041500,26279
VD,20190305042000,26321
VD,20190305042500,26290
VD,20190305043000,26422
VD,20190305043500,26684
VD,20190305044000,26696
VD,20190305044500,26692
VD,20190305045000,26632
VD,20190305045500,26526
VD,20190305050000,26546
VD,20190305050500,26587
VD,20190305051000,26573
VD,20190305051500,26738
VD,20190305052000,27011
VD,20190305052500,27303
VD,20190305053000,27490
VD,20190305053500,27630
VD,20190305054000,27650
VD,20190305054500,27805
VD,20190305055000,28177
VD,20190305055500,28511
VD,20190305060000,28660
VD,20190305060500,29375
VD,20190305061000,30067
VD,20190305061500,30745
VD,20190305062000,31091
VD,20190305062500,31403
VD,20190305063000,31631
VD,20190305063500,32035
VD,20190305064000,32379
VD,20190305064500,32865
VD,20190305065000,33337
VD,20190305065500,33783
VD,20190305070000,34248
VD,20190305070500,34883
VD,20190305071000,35580
VD,20190305071500,36200
VD,20190305072000,36626
VD,20190305072500,36821
VD,20190305073000,36968
VD,20190305073500,37012
VD,20190305074000,37138
VD,20190305074500,37226
VD,20190305075000,37261
VD,20190305075500,37258
VD,20190305080000,37377
VD,20190305080500,37448
VD,20190305081000,37468
VD,20190305081500,37411
VD,20190305082000,37346
VD,20190305082500,37194
VD,20190305083000,36994
VD,20190305083500,36824
VD,20190305084000,36690
VD,20190305084500,36613
VD,20190305085000,36462
VD,20190305085500,36355
VD,20190305090000,36272
VD,20190305090500,36386
VD,20190305091000,36469
VD,20190305091500,36402
VD,20190305092000,36320
VD,20190305092500,36157
VD,20190305093000,36081
VD,20190305093500,35991
VD,20190305094000,35849
VD,20190305094500,35655
VD,20190305095000,35515
VD,20190305095500,35392
VD,20190305100000,35309
VD,20190305100500,35241
VD,20190305101000,35218
VD,20190305101500,34985
VD,20190305102000,34960
VD,20190305102500,34980
VD,20190305103000,34959
VD,20190305103500,34929
VD,20190305104000,34891
VD,20190305104500,34802
VD,20190305105000,34780
VD,20190305105500,34743
VD,20190305110000,34745
VD,20190305110500,34829
VD,20190305111000,34930
VD,20190305111500,34961
VD,20190305112000,34960
VD,20190305112500,34926
VD,20190305113000,35023
VD,20190305113500,35199
VD,20190305114000,34441
VD,20190305114500,34513
VD,20190305115000,34818
VD,20190305115500,35145
VD,20190305120000,35156
VD,20190305120500,35217
VD,20190305121000,35312
VD,20190305121500,35389
VD,20190305122000,35423
VD,20190305122500,35497
VD,20190305123000,35551
VD,20190305123500,35491
VD,20190305124000,35412
VD,20190305124500,35413
VD,20190305125000,35431
VD,20190305125500,35379
VD,20190305130000,35427
VD,20190305130500,35628
VD,20190305131000,35703
VD,20190305131500,35732
VD,20190305132000,35803
VD,20190305132500,35881
VD,20190305133000,35918
VD,20190305133500,35904
VD,20190305134000,35988
VD,20190305134500,36055
VD,20190305135000,35966
VD,20190305135500,35968
VD,20190305140000,35932
VD,20190305140500,36051
VD,20190305141000,36175
VD,20190305141500,36053
VD,20190305142000,36032
VD,20190305142500,36179
VD,20190305143000,36266
VD,20190305143500,36201
VD,20190305144000,36221
VD,20190305144500,36277
VD,20190305145000,36357
VD,20190305145500,36389
VD,20190305150000,36463
VD,20190305150500,36574
VD,20190305151000,36616
VD,20190305151500,36686
VD,20190305152000,36791
VD,20190305152500,36968
VD,20190305153000,37107
VD,20190305153500,37324
VD,20190305154000,37521
VD,20190305154500,37710
VD,20190305155000,37957
VD,20190305155500,38350
VD,20190305160000,38561
VD,20190305160500,38735
VD,20190305161000,38857
VD,20190305161500,39089
VD,20190305162000,39397
VD,20190305162500,39672
VD,20190305163000,39968
VD,20190305163500,40217
VD,20190305164000,40374
VD,20190305164500,40491
VD,20190305165000,40757
VD,20190305165500,40985
VD,20190305170000,41186
VD,20190305170500,41382
VD,20190305171000,41595
VD,20190305171500,41680
VD,20190305172000,42001
VD,20190305172500,42284
VD,20190305173000,42373
VD,20190305173500,42555
VD,20190305174000,42617
VD,20190305174500,42769
VD,20190305175000,43107
VD,20190305175500,43235
VD,20190305180000,43365
VD,20190305180500,43562
VD,20190305181000,43690
VD,20190305181500,43835
VD,20190305182000,43812
VD,20190305182500,43791
VD,20190305183000,43773
VD,20190305183500,43806
VD,20190305184000,43720
VD,20190305184500,43617
VD,20190305185000,43490
VD,20190305185500,43253
VD,20190305190000,43109
VD,20190305190500,43075
VD,20190305191000,43004
VD,20190305191500,42851
VD,20190305192000,42717
VD,20190305192500,42532
VD,20190305193000,42188
VD,20190305193500,42172
VD,20190305194000,42082
VD,20190305194500,41791
VD,20190305195000,41637
VD,20190305195500,41395
VD,20190305200000,41170
VD,20190305200500,41242
VD,20190305201000,41142
VD,20190305201500,40887
VD,20190305202000,40582
VD,20190305202500,40193
VD,20190305203000,39848
VD,20190305203500,39503
VD,20190305204000,39137
VD,20190305204500,38821
VD,20190305205000,38539
VD,20190305205500,38215
VD,20190305210000,37984
VD,20190305210500,37629
VD,20190305211000,37149
VD,20190305211500,36752
VD,20190305212000,36428
VD,20190305212500,35987
VD,20190305213000,35665
VD,20190305213500,35298
VD,20190305214000,34981
VD,20190305214500,34667
VD,20190305215000,34374
VD,20190305215500,34031
VD,20190305220000,33749
VD,20190305220500,33415
VD,20190305221000,33224
VD,20190305221500,32862
VD,20190305222000,32555
VD,20190305222500,32177
VD,20190305223000,31810
VD,20190305223500,31569
VD,20190305224000,31422
VD,20190305224500,31021
VD,20190305225000,30736
VD,20190305225500,30376
VD,20190305230000,30080
VD,20190305230500,29649
VD,20190305231000,29074
VD,20190305231500,28801
VD,20190305232000,28531
VD,20190305232500,28133
VD,20190305233000,27670
VD,20190305233500,27638
VD,20190305234000,27543
VD,20190305234500,27331
VD,20190305235000,27156
VD,20190305235500,26994
VD,20190306000000,26824
VD,20190306000500,26779
VD,20190306001000,26887
VD,20190306001500,26717
VD,20190306002000,26685
VD,20190306002500,26675
VD,20190306003000,26565
VD,20190306003500,26755
VD,20190306004000,26960
VD,20190306004500,27015
VD,20190306005000,26875
VD,20190306005500,26732
VD,20190306010000,26651
VD,20190306010500,26603
VD,20190306011000,26448
VD,20190306011500,26310
VD,20190306012000,26201
VD,20190306012500,26089
VD,20190306013000,25958
VD,20190306013500,25892
VD,20190306014000,25916
VD,20190306014500,25869
VD,20190306015000,25777
VD,20190306015500,25707
VD,20190306020000,25728
VD,20190306020500,25746
VD,20190306021000,25735
VD,20190306021500,25855
VD,20190306022000,25966
VD,20190306022500,26016
VD,20190306023000,26072
VD,20190306023500,26242
VD,20190306024000,26177
VD,20190306024500,26084
VD,20190306025000,25957
VD,20190306025500,25819
VD,20190306030000,25709
VD,20190306030500,25742
VD,20190306031000,25756
VD,20190306031500,25787
VD,20190306032000,25838
VD,20190306032500,25863
VD,20190306033000,25873
VD,20190306033500,25962
VD,20190306034000,25985
VD,20190306034500,26017
VD,20190306035000,25978
VD,20190306035500,25928
VD,20190306040000,25944
VD,20190306040500,25806
VD,20190306041000,25712
VD,20190306041500,25822
VD,20190306042000,25799
VD,20190306042500,25762
VD,20190306043000,25821
VD,20190306043500,25815
VD,20190306044000,25839
VD,20190306044500,25855
VD,20190306045000,25815
VD,20190306045500,25890
VD,20190306050000,25949
VD,20190306050500,25905
VD,20190306051000,26026
VD,20190306051500,26239
VD,20190306052000,26308
VD,20190306052500,26436
VD,20190306053000,26544
VD,20190306053500,26779
VD,20190306054000,26972
VD,20190306054500,27042
VD,20190306055000,27132
VD,20190306055500,27483
VD,20190306060000,27663
VD,20190306060500,28689
VD,20190306061000,29299
VD,20190306061500,29414
VD,20190306062000,29806
VD,20190306062500,30352
VD,20190306063000,30716
VD,20190306063500,31082
VD,20190306064000,31425
VD,20190306064500,31835
VD,20190306065000,32292
VD,20190306065500,32779
VD,20190306070000,33327
VD,20190306070500,34011
VD,20190306071000,34571
VD,20190306071500,35141
VD,20190306072000,35596
VD,20190306072500,35874
VD,20190306073000,36215
VD,20190306073500,36344
VD,20190306074000,36521
VD,20190306074500,36734
VD,20190306075000,36856
VD,20190306075500,36994
VD,20190306080000,37135
VD,20190306080500,37294
VD,20190306081000,37497
VD,20190306081500,37588
VD,20190306082000,37642
VD,20190306082500,37760
VD,20190306083000,37733
VD,20190306083500,37773
VD,20190306084000,37780
VD,20190306084500,37774
VD,20190306085000,37797
VD,20190306085500,37864
VD,20190306090000,37959
VD,20190306090500,38232
VD,20190306091000,38256
VD,20190306091500,38254
VD,20190306092000,38308
VD,20190306092500,38373
VD,20190306093000,38372
VD,20190306093500,38287
VD,20190306094000,38193
VD,20190306094500,38113
VD,20190306095000,38042
VD,20190306095500,37983
VD,20190306100000,37889
VD,20190306100500,37768
VD,20190306101000,37717
VD,20190306101500,37595
VD,20190306102000,37570
VD,20190306102500,36731
VD,20190306103000,36656
VD,20190306103500,36750
VD,20190306104000,36709
VD,20190306104500,36840
VD,20190306105000,36885
VD,20190306105500,37621
VD,20190306110000,37580
VD,20190306110500,37657
VD,20190306111000,37525
VD,20190306111500,37469
VD,20190306112000,37440
VD,20190306112500,37351
VD,20190306113000,37296
VD,20190306113500,37288
VD,20190306114000,37221
VD,20190306114500,37164
VD,20190306115000,37155
VD,20190306115500,37158
VD,20190306120000,37149
VD,20190306120500,37328
VD,20190306121000,37360
VD,20190306121500,37469
VD,20190306122000,37504
VD,20190306122500,37468
VD,20190306123000,37526
VD,20190306123500,37403
VD,20190306124000,37361
VD,20190306124500,37324
VD,20190306125000,37367
VD,20190306125500,37391
VD,20190306130000,37425
VD,20190306130500,37529
VD,20190306131000,37504
VD,20190306131500,37582
VD,20190306132000,37608
VD,20190306132500,37462
VD,20190306133000,37230
VD,20190306133500,37210
VD,20190306134000,37208
VD,20190306134500,37143
VD,20190306135000,37074
VD,20190306135500,36927
VD,20190306140000,36962
VD,20190306140500,37073
VD,20190306141000,37053
VD,20190306141500,36956
VD,20190306142000,36986
VD,20190306142500,36909
VD,20190306143000,36809
VD,20190306143500,36828
VD,20190306144000,36759
VD,20190306144500,36684
VD,20190306145000,36732
VD,20190306145500,36735
VD,20190306150000,36739
VD,20190306150500,36776
VD,20190306151000,36822
VD,20190306151500,36838
VD,20190306152000,36890
VD,20190306152500,36897
VD,20190306153000,36921
VD,20190306153500,37078
VD,20190306154000,37225
VD,20190306154500,37376
VD,20190306155000,37528
VD,20190306155500,37760
VD,20190306160000,37934
VD,20190306160500,38093
VD,20190306161000,38183
VD,20190306161500,38243
VD,20190306162000,38557
VD,20190306162500,38769
VD,20190306163000,39031
VD,20190306163500,39199
VD,20190306164000,39258
VD,20190306164500,39386
VD,20190306165000,39698
VD,20190306165500,40039
VD,20190306170000,40225
VD,20190306170500,40356
VD,20190306171000,40627
VD,20190306171500,40727
VD,20190306172000,40768
VD,20190306172500,40950
VD,20190306173000,41024
VD,20190306173500,41129
VD,20190306174000,41037
VD,20190306174500,41104
VD,20190306175000,41271
VD,20190306175500,41433
VD,20190306180000,41529
VD,20190306180500,41856
VD,20190306181000,42113
VD,20190306181500,42175
VD,20190306182000,42224
VD,20190306182500,42299
VD,20190306183000,42304
VD,20190306183500,42390
VD,20190306184000,42246
VD,20190306184500,42054
VD,20190306185000,42023
VD,20190306185500,41963
VD,20190306190000,41811
VD,20190306190500,41621
VD,20190306191000,41497
VD,20190306191500,41253
VD,20190306192000,41138
VD,20190306192500,40907
VD,20190306193000,40619
VD,20190306193500,40574
VD,20190306194000,40462
VD,20190306194500,40210
VD,20190306195000,40004
VD,20190306195500,39853
VD,20190306200000,39813
VD,20190306200500,40038
VD,20190306201000,40221
VD,20190306201500,39890
VD,20190306202000,39569
VD,20190306202500,39228
VD,20190306203000,38925
VD,20190306203500,38674
VD,20190306204000,38372
VD,20190306204500,38116
VD,20190306205000,37904
VD,20190306205500,37562
VD,20190306210000,37306
VD,20190306210500,37199
VD,20190306211000,36817
VD,20190306211500,36349
VD,20190306212000,35911
VD,20190306212500,35672
VD,20190306213000,35363
VD,20190306213500,35010
VD,20190306214000,34603
VD,20190306214500,34276
VD,20190306215000,33942
VD,20190306215500,33548
VD,20190306220000,33136
VD,20190306220500,32753
VD,20190306221000,32514
VD,20190306221500,32151
VD,20190306222000,31780
VD,20190306222500,31314
VD,20190306223000,31039
VD,20190306223500,30775
VD,20190306224000,30434
VD,20190306224500,30153
VD,20190306225000,29871
VD,20190306225500,29548
VD,20190306230000,29114
VD,20190306230500,28708
VD,20190306231000,28222
VD,20190306231500,27879
VD,20190306232000,27438
VD,20190306232500,27187
VD,20190306233000,26954
VD,20190306233500,26778
VD,20190306234000,26702
VD,20190306234500,26589
VD,20190306235000,26386
VD,20190306235500,26202
VD,20190307000000,26176
VD,20190307000500,26426
VD,20190307001000,26654
VD,20190307001500,26901
VD,20190307002000,26930
VD,20190307002500,26814
VD,20190307003000,26803
VD,20190307003500,27151
VD,20190307004000,27408
VD,20190307004500,27319
VD,20190307005000,27173
VD,20190307005500,27145
VD,20190307010000,27220
VD,20190307010500,27125
VD,20190307011000,27080
VD,20190307011500,26928
VD,20190307012000,26795
VD,20190307012500,26740
VD,20190307013000,26740
VD,20190307013500,26673
VD,20190307014000,26550
VD,20190307014500,26405
VD,20190307015000,26365
VD,20190307015500,26466
VD,20190307020000,26492
VD,20190307020500,26400
VD,20190307021000,26305
VD,20190307021500,26328
VD,20190307022000,26323
VD,20190307022500,26383
VD,20190307023000,26374
VD,20190307023500,26394
VD,20190307024000,26388
VD,20190307024500,26425
VD,20190307025000,26424
VD,20190307025500,26476
VD,20190307030000,26462
VD,20190307030500,26544
VD,20190307031000,26470
VD,20190307031500,26489
VD,20190307032000,26302
VD,20190307032500,26205
VD,20190307033000,26002
VD,20190307033500,25948
VD,20190307034000,25917
VD,20190307034500,25945
VD,20190307035000,25875
VD,20190307035500,25822
VD,20190307040000,25746
VD,20190307040500,25773
VD,20190307041000,25752
VD,20190307041500,25738
VD,20190307042000,25791
VD,20190307042500,25832
VD,20190307043000,25735
VD,20190307043500,25740
VD,20190307044000,25806
VD,20190307044500,25902
VD,20190307045000,25934
VD,20190307045500,25921
VD,20190307050000,26075
VD,20190307050500,26362
VD,20190307051000,26544
VD,20190307051500,26575
VD,20190307052000,26651
VD,20190307052500,26735
VD,20190307053000,26821
VD,20190307053500,27117
VD,20190307054000,27434
VD,20190307054500,27626
VD,20190307055000,27743
VD,20190307055500,27971
VD,20190307060000,28180
VD,20190307060500,28669
VD,20190307061000,28877
VD,20190307061500,29225
VD,20190307062000,29618
VD,20190307062500,30080
VD,20190307063000,30389
VD,20190307063500,30790
VD,20190307064000,31394
VD,20190307064500,31667
VD,20190307065000,31996
VD,20190307065500,32446
VD,20190307070000,32952
VD,20190307070500,33674
VD,20190307071000,34466
VD,20190307071500,34947
VD,20190307072000,35104
VD,20190307072500,35229
VD,20190307073000,35326
VD,20190307073500,35324
VD,20190307074000,35414
VD,20190307074500,35518
VD,20190307075000,35557
VD,20190307075500,35485
VD,20190307080000,35487
VD,20190307080500,35476
VD,20190307081000,35497
VD,20190307081500,35571
VD,20190307082000,35616
VD,20190307082500,35581
VD,20190307083000,35429
VD,20190307083500,35126
VD,20190307084000,34858
VD,20190307084500,34801
VD,20190307085000,34860
VD,20190307085500,34837
VD,20190307090000,34781
VD,20190307090500,34827
VD,20190307091000,34932
VD,20190307091500,34892
VD,20190307092000,34848
VD,20190307092500,34811
VD,20190307093000,34751
VD,20190307093500,34729
VD,20190307094000,34648
VD,20190307094500,34631
VD,20190307095000,34610
VD,20190307095500,34595
VD,20190307100000,34547
VD,20190307100500,34509
VD,20190307101000,34482
VD,20190307101500,34512
VD,20190307102000,34494
VD,20190307102500,34442
VD,20190307103000,34388
VD,20190307103500,34308
VD,20190307104000,34419
VD,20190307104500,34532
VD,20190307105000,34413
VD,20190307105500,34375
VD,20190307110000,34386
VD,20190307110500,34426
VD,20190307111000,34394
VD,20190307111500,34434
VD,20190307112000,34089
VD,20190307112500,34426
VD,20190307113000,34391
VD,20190307113500,34383
VD,20190307114000,34437
VD,20190307114500,34438
VD,20190307115000,34485
VD,20190307115500,34523
VD,20190307120000,34583
VD,20190307120500,34641
VD,20190307121000,34823
VD,20190307121500,34897
VD,20190307122000,34948
VD,20190307122500,34956
VD,20190307123000,34871
VD,20190307123500,34966
VD,20190307124000,34940
VD,20190307124500,34893
VD,20190307125000,34764
VD,20190307125500,34710
VD,20190307130000,34717
VD,20190307130500,34823
VD,20190307131000,34918
VD,20190307131500,34793
VD,20190307132000,34762
VD,20190307132500,34828
VD,20190307133000,34781
VD,20190307133500,34719
VD,20190307134000,34719
VD,20190307134500,34725
VD,20190307135000,34802
VD,20190307135500,34824
VD,20190307140000,34770
VD,20190307140500,35015
VD,20190307141000,35071
VD,20190307141500,34943
VD,20190307142000,34853
VD,20190307142500,35059
VD,20190307143000,35120
VD,20190307143500,35120
VD,20190307144000,35266
VD,20190307144500,35228
VD,20190307145000,35201
VD,20190307145500,35217
VD,20190307150000,35173
VD,20190307150500,35250
VD,20190307151000,35303
VD,20190307151500,35401
VD,20190307152000,35483
VD,20190307152500,35614
VD,20190307153000,35805
VD,20190307153500,35945
VD,20190307154000,36152
VD,20190307154500,36426
VD,20190307155000,36652
VD,20190307155500,36995
VD,20190307160000,37020
VD,20190307160500,37175
VD,20190307161000,37426
VD,20190307161500,37545
VD,20190307162000,37733
VD,20190307162500,37824
VD,20190307163000,37859
VD,20190307163500,37999
VD,20190307164000,38157
VD,20190307164500,38322
VD,20190307165000,38543
VD,20190307165500,38691
VD,20190307170000,38807
VD,20190307170500,39007
VD,20190307171000,39261
VD,20190307171500,39335
VD,20190307172000,39481
VD,20190307172500,39807
VD,20190307173000,39921
VD,20190307173500,39985
VD,20190307174000,40121
VD,20190307174500,40204
VD,20190307175000,40470
VD,20190307175500,40770
VD,20190307180000,40877
VD,20190307180500,41176
VD,20190307181000,41465
VD,20190307181500,41633
VD,20190307182000,41755
VD,20190307182500,41799
VD,20190307183000,41800
VD,20190307183500,41899
VD,20190307184000,42052
VD,20190307184500,41984
VD,20190307185000,41960
VD,20190307185500,41811
VD,20190307190000,41756
VD,20190307190500,41721
VD,20190307191000,41555
VD,20190307191500,41431
VD,20190307192000,41328
VD,20190307192500,41106
VD,20190307193000,40916
VD,20190307193500,40800
VD,20190307194000,40554
VD,20190307194500,40438
VD,20190307195000,40112
VD,20190307195500,39916
VD,20190307200000,39706
VD,20190307200500,39709
VD,20190307201000,39824
VD,20190307201500,39625
VD,20190307202000,39489
VD,20190307202500,39160
VD,20190307203000,38941
VD,20190307203500,38730
VD,20190307204000,38481
VD,20190307204500,38251
VD,20190307205000,38094
VD,20190307205500,37735
VD,20190307210000,37322
VD,20190307210500,37276
VD,20190307211000,36855
VD,20190307211500,36460
VD,20190307212000,36211
VD,20190307212500,36099
VD,20190307213000,35807
VD,20190307213500,35461
VD,20190307214000,35108
VD,20190307214500,34601
VD,20190307215000,34305
VD,20190307215500,34146
VD,20190307220000,33637
VD,20190307220500,33386
VD,20190307221000,33069
VD,20190307221500,32646
VD,20190307222000,32253
VD,20190307222500,31858
VD,20190307223000,31603
VD,20190307223500,31415
FTR,2000
